,width,height,class,xmin,ymin,xmax,ymax
3586,1366,911,F16,43,308,1344,760
3587,3364,2403,F16,401,304,2344,1501
3588,1920,1280,F16,208,216,1608,1040
3589,1337,773,F16,45,391,354,491
3590,1980,1318,F16,181,82,1769,1252
3591,1555,896,F16,1332,533,1555,653
3592,1280,854,F16,746,208,1188,401
3593,1200,800,F16,125,79,751,574
3594,683,1023,F16,377,130,577,263
3595,2500,1604,F16,422,251,765,405
3596,5100,3313,F16,322,1119,4869,2956
3597,2000,1500,F16,582,736,752,985
3598,1800,1200,F16,1264,450,1543,665
3599,1800,1200,F16,884,297,1033,464
3600,1800,1200,F16,1398,399,1544,538
3601,1800,1200,F16,1553,305,1697,439
3602,1800,1200,F16,1495,255,1600,343
3603,1800,1200,F16,1333,292,1438,385
3604,1800,1200,F16,1215,338,1321,433
3605,1800,1200,F16,1123,372,1232,469
3606,351,512,F16,52,263,187,441
3607,351,512,F16,85,143,298,337
3608,3456,2592,F16,857,618,2314,1388
3609,1200,675,F16,247,457,647,603
3610,1440,814,F16,106,479,811,777
3611,1200,802,F16,1,22,1200,802
3612,500,633,F16,22,271,183,501
3613,2048,1393,F16,688,381,1360,627
3614,2048,1393,F16,172,266,1403,680
3615,2929,2154,F16,1258,292,1382,385
3616,4096,2727,F16,1686,1106,3895,1837
3617,2048,1280,F16,73,99,1949,1206
3618,5614,3747,F16,226,1959,2408,3229
3619,5614,3747,F16,3238,1888,5302,3083
3620,5614,3747,F16,3106,1633,4547,2446
3621,5614,3747,F16,1075,1683,2593,2548
3622,5614,3747,F16,3042,1500,4161,2116
3623,5614,3747,F16,1506,1543,2680,2189
3624,5614,3747,F16,1787,1447,2737,1935
3625,5614,3747,F16,1945,1382,2788,1764
3626,5614,3747,F16,2997,1417,3923,1922
3627,5614,3747,F16,2960,1363,3740,1791
3628,1200,810,F16,9,212,1184,595
3629,2560,1707,F16,979,739,1078,846
3630,1024,701,F16,303,107,451,207
3631,5760,3840,F16,1120,2964,1624,3126
3632,5760,3840,F16,1392,2792,1880,2943
3633,5760,3840,F16,1647,2622,2127,2764
3634,2830,1860,F16,2206,181,2367,267
3635,2830,1860,F16,1882,601,2504,987
3636,1280,765,F16,104,555,296,638
3637,1280,765,F16,1,168,1280,702
3638,1024,682,F16,453,198,1009,417
3639,1024,682,F16,355,101,709,244
3640,1440,961,F16,1273,604,1440,793
3641,1440,961,F16,457,240,1077,762
3642,1440,961,F16,1,452,265,806
3643,4096,2725,F16,1980,1327,2119,1368
3644,4830,2717,F16,1237,771,1942,1455
3645,4830,2717,F16,3035,1147,3635,1793
3646,4830,2717,F16,2398,380,2983,992
3647,4830,2717,F16,2031,277,2594,830
3648,1000,750,F16,96,145,931,559
3649,1200,676,F16,461,243,866,368
3650,1200,676,F16,324,186,633,274
3651,1200,799,F16,338,361,1061,563
3652,1024,682,F16,675,207,958,288
3653,800,700,F16,30,494,570,693
3654,800,700,F16,543,98,671,137
3655,800,700,F16,14,159,654,342
3656,4096,2731,F16,2434,964,3737,1507
3657,4096,2817,F16,2819,1658,3933,2477
3658,4096,2817,F16,1567,1451,2513,2088
3659,4096,2817,F16,96,1641,1232,2472
3660,1024,461,F16,41,49,902,315
3661,1920,2110,F16,1,724,1920,1512
3662,4248,2832,F16,2864,1149,3403,1305
3663,3510,2382,F16,340,264,1136,692
3664,3510,2382,F16,515,981,1290,1379
3665,3510,2382,F16,640,1783,1375,2151
3666,3510,2382,F16,1393,247,2188,685
3667,3510,2382,F16,1387,955,2164,1379
3668,3510,2382,F16,1576,1650,2326,2040
3669,3510,2382,F16,2342,262,3141,702
3670,3510,2382,F16,2366,950,3158,1391
3671,3510,2382,F16,2420,1678,3178,2077
3672,1920,1280,F16,580,430,655,457
3673,1000,667,F16,463,217,587,310
3674,1000,667,F16,537,338,627,401
3675,1000,667,F16,582,375,654,422
3676,2048,1365,F16,930,738,1464,1304
3677,1080,1076,F16,1,1,1080,1076
3678,1000,667,F16,168,269,298,309
3679,1000,667,F16,455,147,508,164
3680,1366,911,F16,565,126,984,392
3681,2560,1707,F16,1944,784,2091,925
3682,1140,641,F16,472,130,523,168
3683,1140,641,F16,566,370,612,401
3684,1280,853,F16,374,443,669,599
3685,1000,667,F16,89,305,926,549
3686,1200,800,F16,72,82,1132,400
3687,1200,800,F16,568,177,1008,624
3688,3632,2421,F16,3487,623,3591,678
3689,1440,1791,F16,1,325,1170,818
3690,1280,897,F16,599,578,1065,712
3691,1280,897,F16,380,567,770,677
3692,1280,897,F16,255,594,526,701
3693,1280,897,F16,526,471,796,580
3694,1280,897,F16,730,423,1141,550
3695,1280,897,F16,795,352,1175,470
3696,1600,1059,F16,257,52,1203,854
3697,2048,1527,F16,309,767,1801,1471
3698,2048,1527,F16,790,314,1244,555
3699,2048,1527,F16,580,80,1147,412
3700,1280,853,F16,51,38,1149,809
3701,1280,720,F16,347,142,940,464
3702,1536,885,F16,165,208,1473,694
3703,1440,1800,F16,755,377,859,503
3704,1440,1800,F16,655,278,763,410
3705,1440,1800,F16,548,322,654,453
3706,1440,1800,F16,557,173,667,320
3707,1440,1800,F16,449,217,538,358
3708,1440,1800,F16,343,272,453,402
3709,1000,1500,F16,355,151,714,267
3710,1440,1154,F16,344,265,1440,871
3711,1440,1154,F16,18,132,1274,920
3712,1406,1757,F16,1,683,1387,1241
3713,1000,667,F16,585,155,656,180
3714,1000,667,F16,287,464,398,503
3715,900,675,F16,249,538,508,635
3716,2048,1365,F16,193,372,826,984
3717,2000,1333,F16,898,398,1880,860
3718,2000,1333,F16,331,369,1694,876
3719,1000,562,F16,400,473,503,511
3720,1000,562,F16,307,387,387,418
3721,1536,1099,F16,1108,561,1185,586
3722,1280,945,F16,1,126,1275,689
3723,1656,827,F16,409,30,1122,315
3724,1656,827,F16,887,183,1639,478
3725,1656,827,F16,561,448,1327,755
3726,1656,827,F16,23,317,745,612
3727,1280,720,F16,278,112,420,176
3728,1280,720,F16,336,103,494,162
3729,1280,720,F16,296,368,494,503
3730,1280,720,F16,414,546,610,675
3731,1280,720,F16,704,536,742,590
3732,1280,720,F16,1233,528,1272,583
3733,1820,1213,F16,1167,790,1264,979
3734,1280,603,F16,195,139,1280,554
3735,1000,714,F16,558,533,642,562
3736,1000,714,F16,626,519,701,548
3737,1000,714,F16,546,508,632,536
3738,1000,714,F16,540,475,620,505
3739,1000,714,F16,614,481,693,510
3740,1000,714,F16,680,489,765,518
3741,2100,1500,F16,1058,963,1601,1145
3742,2100,1500,F16,841,829,1280,982
3743,2100,1500,F16,1123,604,1485,734
3744,2100,1500,F16,721,664,1081,797
3745,1366,2048,F16,279,98,852,694
3746,1366,2048,F16,473,716,979,1178
3747,1366,2048,F16,392,825,970,1437
3748,1366,2048,F16,657,1441,1226,1977
3749,744,752,F16,76,268,674,633
3750,1279,774,F16,68,94,604,260
3751,1279,774,F16,96,137,832,375
3752,1279,774,F16,219,212,1216,550
3753,1244,960,F16,2,91,1234,687
3754,1484,768,F16,358,257,468,410
3755,1484,768,F16,495,162,612,320
3756,1484,768,F16,619,258,735,408
3757,1484,768,F16,853,305,966,451
3758,1484,768,F16,635,71,753,237
3759,1000,667,F16,386,165,721,368
3760,1280,669,F16,1066,284,1236,365
3761,1200,628,F16,855,339,1103,457
3762,1200,628,F16,371,351,628,474
3763,1200,628,F16,49,354,310,477
3764,1280,853,F16,127,460,382,589
3765,1280,853,F16,426,356,1035,660
3766,2560,1452,F16,55,403,2252,1199
3767,3206,2006,F16,2068,530,2978,942
3768,1000,1000,F16,165,665,383,724
3769,1000,1000,F16,228,716,357,750
3770,1000,1000,F16,319,739,401,767
3771,4928,2490,F16,1716,476,3182,1483
3772,1280,836,F16,55,22,1229,707
3773,1366,911,F16,366,701,536,882
3774,1280,640,F16,129,134,973,554
3775,1280,698,F16,441,540,485,571
3776,1280,698,F16,1071,251,1105,286
3777,2048,1365,F16,310,856,1517,1281
3778,2048,1365,F16,376,638,1615,1098
3779,2048,1365,F16,479,243,1751,842
3780,2048,1365,F16,593,81,1877,649
3781,1440,1800,F16,467,943,985,1457
3782,1440,1800,F16,829,752,985,1102
3783,1440,1800,F16,451,703,571,980
3784,1638,2048,F16,425,16,1180,1349
3785,1000,667,F16,152,301,394,410
3786,1200,630,F16,267,463,477,529
3787,1200,630,F16,408,20,922,179
3788,1160,776,F16,328,433,812,641
3789,1280,958,F16,759,221,1168,910
3790,1440,1028,F16,667,678,752,776
3791,2500,1667,F16,1305,937,1621,1047
3792,2500,1667,F16,1043,917,1754,1158
3793,1920,1200,F16,96,92,539,364
3794,1659,1080,F16,38,1,1659,1080
3795,1366,2048,F16,247,288,822,1008
3796,1366,2048,F16,304,239,884,956
3797,1366,2048,F16,370,160,952,891
3798,1366,2048,F16,425,100,1024,850
3799,1280,830,F16,117,165,1280,621
3800,2048,1367,F16,1,194,2048,1367
3801,4096,2734,F16,2312,1102,2548,1173
3802,2698,1442,F16,386,259,431,334
3803,1000,667,F16,259,406,420,472
3804,1200,800,F16,725,158,1135,547
3805,1080,835,F16,25,26,1034,835
3806,1280,1042,F16,521,339,987,495
3807,1896,1377,F16,1316,240,1408,308
3808,1200,900,F16,1,284,475,509
3809,1920,1279,F16,695,333,1106,937
3810,668,1000,F16,74,455,465,1000
3811,1600,900,F16,158,73,1600,672
3812,1280,853,F16,184,244,1008,682
3813,1200,792,F16,779,224,799,233
3814,1200,792,F16,944,196,968,206
3815,1920,1280,F16,166,848,984,1076
3816,1920,1280,F16,743,256,1356,430
3817,4096,2925,F16,2420,1180,3724,1539
3818,2679,1786,F16,1510,1234,1630,1397
3819,1366,911,F16,314,8,965,798
3820,2784,1856,F16,1,1,2071,1648
3821,3880,1947,F16,2759,479,3333,788
3822,4096,2925,F16,2800,2409,3614,2646
3823,4096,2590,F16,2353,403,3655,1270
3824,4023,2682,F16,853,2081,1260,2520
3825,4023,2682,F16,554,1889,928,2272
3826,4023,2682,F16,259,1607,595,1933
3827,4023,2682,F16,41,1384,336,1664
3828,4096,2731,F16,1,502,4096,2448
3829,1125,843,F16,299,80,760,242
3830,1435,1761,F16,1,55,1392,1761
3831,1280,857,F16,328,237,490,371
3832,1014,721,F16,36,21,925,268
3833,2048,1365,F16,67,56,1935,1250
3834,780,520,F16,141,30,685,302
3835,1926,1084,F16,730,70,1108,903
3836,1280,725,F16,1012,269,1123,430
3837,1280,725,F16,1152,275,1265,439
3838,4295,2858,F16,2702,1332,3195,1959
3839,1024,648,F16,112,207,355,365
3840,1600,1043,F16,764,258,913,452
3841,1600,1043,F16,671,474,828,668
3842,1600,1043,F16,569,661,723,850
3843,1600,1057,F16,1208,34,1600,485
3844,1600,1057,F16,645,294,991,571
3845,1600,1057,F16,1,135,428,549
3846,1280,783,F16,1,79,1280,783
3847,1000,667,F16,20,232,569,524
3848,1000,667,F16,136,264,439,365
3849,1200,818,F16,341,636,621,738
3850,1200,818,F16,779,77,1024,207
3851,1240,691,F16,104,68,195,95
3852,1240,691,F16,296,96,391,125
3853,689,1024,F16,22,169,632,769
3854,1280,854,F16,73,362,485,505
3855,1280,854,F16,580,360,1209,566
3856,2048,1366,F16,595,326,1234,830
3857,2048,1366,F16,584,309,1378,884
3858,2048,1366,F16,540,315,1453,954
3859,2048,1366,F16,396,319,1539,1109
3860,2210,1473,F16,1252,100,1356,172
3861,2210,1473,F16,352,1196,448,1296
3862,1280,774,F16,244,189,735,608
3863,2576,1736,F16,967,924,1146,996
3864,2576,1736,F16,1750,1312,1976,1396
3865,4096,2728,F16,2392,1761,2763,1855
3866,4096,2728,F16,1,628,2733,2102
3867,1667,1080,F16,461,25,1414,1021
3868,1638,2048,F16,173,979,676,1162
3869,1638,2048,F16,532,930,1171,1136
3870,1638,2048,F16,917,815,1591,1042
3871,1638,2048,F16,666,963,1507,1237
3872,1638,2048,F16,294,1098,1071,1328
3873,1638,2048,F16,357,1174,1465,1517
3874,1280,853,F16,72,209,1264,683
3875,1406,1757,F16,37,308,1406,1241
3876,1200,800,F16,339,295,636,684
3877,2000,1429,F16,1037,418,1824,917
3878,2000,1278,F16,1281,867,1867,1157
3879,1920,1280,F16,1214,515,1521,869
3880,1920,1280,F16,589,584,909,727
3881,1024,683,F16,73,103,968,657
3882,1366,911,F16,895,230,1185,436
3883,1280,853,F16,42,178,1234,688
3884,1600,1067,F16,447,359,500,387
3885,1200,795,F16,703,313,822,349
3886,4096,2730,F16,994,1855,1321,1954
3887,3520,2514,F16,1,1,1796,1451
3888,4096,2734,F16,1441,183,4096,2173
3889,2100,1400,US2,315,401,1797,864
3890,465,312,US2,268,174,389,240
3891,1200,675,US2,205,336,509,491
3892,1200,675,US2,962,173,1063,243
3893,1200,675,US2,424,10,764,145
3894,1200,799,US2,206,508,281,541
3895,1200,681,US2,1,115,1200,445
3896,1200,800,US2,339,180,868,602
3897,1200,900,US2,614,390,795,443
3898,1500,1000,US2,716,412,1098,528
3899,1280,720,US2,64,188,1203,537
3900,900,1200,US2,464,743,559,824
3901,1200,799,US2,1,1,1200,637
3902,900,1200,US2,375,504,428,554
3903,1620,1080,US2,827,498,1470,634
3904,2380,1728,US2,221,510,2338,1318
3905,2100,1400,US2,741,832,1471,1046
3906,1041,757,US2,169,409,508,519
3907,960,720,US2,57,493,305,549
3908,960,720,US2,510,333,954,579
3909,960,720,US2,666,6,955,77
3910,888,1280,US2,118,59,532,216
3911,2048,1154,US2,930,563,1045,605
3912,1200,856,US2,636,317,988,448
3913,800,533,US2,161,113,264,143
3914,1920,1275,US2,839,217,1020,286
3915,1284,722,US2,66,1,1284,722
3916,640,426,US2,257,160,361,193
3917,2100,1400,US2,591,641,1299,854
3918,1200,900,US2,1,284,618,462
3919,900,1200,US2,229,637,659,782
3920,3271,2181,US2,1309,873,1960,1287
3921,1200,675,US2,544,524,629,548
3922,1280,857,US2,1,31,1280,857
3923,1024,723,US2,199,350,682,670
3924,1024,723,US2,326,50,887,452
3925,1200,799,US2,663,428,781,456
3926,1200,1200,US2,466,96,792,193
3927,1200,1200,US2,173,1024,578,1133
3928,1200,1200,US2,600,795,1200,997
3929,1200,1200,US2,271,422,580,503
3930,1200,1200,US2,845,463,1182,549
3931,1079,720,US2,311,371,629,456
3932,1200,900,US2,407,720,541,759
3933,2048,1536,US2,365,648,1513,944
3934,720,480,US2,279,106,720,245
3935,600,400,US2,23,93,590,299
3936,2100,1400,US2,1,132,2100,1024
3937,1200,798,US2,322,531,612,650
3938,900,1200,US2,36,649,870,958
3939,1408,1996,US2,1,252,1408,1915
3940,1920,1280,US2,723,519,1336,700
3941,5184,3456,US2,62,1648,4795,3220
3942,640,426,US2,253,164,351,190
3943,1024,768,US2,446,275,704,443
3944,470,311,US2,66,119,203,169
3945,640,453,US2,44,238,263,299
3946,640,453,US2,376,147,593,218
3947,1200,800,US2,284,217,701,470
3948,1200,799,US2,549,247,1199,464
3949,1200,800,US2,320,175,1200,528
3950,800,533,US2,410,361,763,457
3951,640,425,US2,267,78,404,122
3952,640,426,US2,251,56,437,121
3953,1280,851,US2,611,101,806,174
3954,1200,795,US2,1,122,1200,795
3955,1920,3413,US2,1033,1018,1568,1367
3956,1024,768,US2,578,277,787,339
3957,1280,853,US2,49,46,1204,817
3958,640,452,US2,99,97,563,270
3959,1280,853,US2,118,198,1239,531
3960,1200,744,US2,90,146,751,350
3961,2100,1400,US2,606,550,1408,768
3962,1200,817,US2,543,361,808,428
3963,1198,370,US2,73,65,1155,331
3964,1200,800,US2,205,221,629,343
3965,2048,1366,US2,1023,308,1157,352
3966,2048,1366,US2,1183,334,1316,379
3967,1280,720,US2,1,1,658,415
3968,1200,800,US2,59,209,825,711
3969,2100,1400,US2,1,1,2100,1110
3970,1200,675,US2,536,444,905,563
3971,1200,674,US2,458,254,635,429
3972,2100,1400,US2,647,707,1373,920
3973,2048,1375,US2,268,845,1013,1043
3974,1200,668,US2,474,166,830,267
3975,800,533,US2,324,215,677,317
3976,640,452,US2,33,170,212,281
3977,1200,900,US2,262,336,1022,666
3978,1200,900,US2,355,288,1038,749
3979,1200,800,US2,487,309,698,427
3980,1200,784,US2,74,347,1144,681
3981,1200,900,US2,515,293,539,313
3982,1200,579,US2,505,230,652,337
3983,1200,799,US2,111,285,1090,520
3984,470,311,US2,199,126,334,176
3985,1199,801,US2,688,258,899,345
3986,930,620,US2,366,340,556,383
3987,1200,800,US2,69,181,1185,564
3988,486,1024,US2,68,437,386,549
3989,1200,675,US2,138,458,286,511
3990,1199,799,US2,511,487,990,558
3991,470,311,US2,152,108,232,142
3992,1104,735,US2,386,267,632,460
3993,1200,900,US2,295,311,1089,556
3994,1200,900,US2,328,229,645,486
3995,1200,800,US2,528,477,653,514
3996,1200,800,US2,561,195,642,226
3997,2100,1400,US2,349,526,1891,989
3998,1200,796,US2,317,274,861,420
3999,1200,800,US2,176,229,354,320
4000,1200,900,US2,592,316,1200,579
4001,1200,900,US2,538,423,573,442
4002,470,291,US2,92,54,394,155
4003,1200,841,US2,114,464,1095,741
4004,1200,841,US2,406,100,857,231
4005,466,622,US2,60,201,362,309
4006,1200,800,US2,328,260,889,438
4007,1199,798,US2,8,307,1044,657
4008,1200,675,US2,290,281,728,420
4009,1200,800,US2,518,311,837,488
4010,1200,900,US2,628,369,699,442
4011,1200,800,US2,526,399,624,447
4012,1200,800,US2,293,398,772,490
4013,1200,900,US2,469,356,663,508
4014,640,426,US2,260,140,372,169
4015,1200,800,US2,43,394,304,452
4016,3617,2412,US2,1659,771,2780,1537
4017,1200,675,US2,431,189,1008,345
4018,1200,800,US2,922,499,1059,580
4019,900,1200,US2,438,557,472,585
4020,690,428,US2,289,63,486,115
4021,1080,727,US2,191,59,470,152
4022,1200,842,US2,444,301,1170,534
4023,1200,800,US2,408,157,746,524
4024,1200,900,US2,1,1,1200,692
4025,768,1024,US2,31,529,715,724
4026,1200,799,US2,1,9,1200,611
4027,1200,800,US2,469,104,1132,655
4028,1200,800,US2,91,348,831,554
4029,1200,800,US2,559,269,1188,474
4030,1200,900,US2,153,488,1072,737
4031,1024,682,US2,87,181,238,235
4032,624,415,US2,114,173,461,276
4033,1200,698,US2,1,152,828,673
4034,1200,800,US2,438,154,971,433
4035,1200,675,US2,545,337,687,390
4036,1280,725,US2,293,42,1280,519
4037,900,1200,US2,275,347,337,378
4038,1199,873,US2,331,159,925,738
4039,1200,800,US2,414,327,1157,524
4040,1200,900,US2,123,172,998,445
4041,1181,1200,US2,535,270,659,313
4042,1200,800,US2,427,283,771,673
4043,1200,800,US2,461,152,939,449
4044,4096,2731,US2,1689,1205,2148,1505
4045,690,388,US2,61,81,497,259
4046,640,452,US2,350,253,593,407
4047,640,452,US2,44,56,322,257
4048,1200,900,US2,156,600,292,655
4049,1200,856,US2,522,240,1200,497
4050,2100,1400,US2,497,578,1537,865
4051,1024,768,US2,454,355,594,391
4052,900,1200,US2,450,755,609,817
4053,1200,972,US2,386,326,881,483
4054,1200,972,US2,400,417,959,611
4055,4096,3072,US2,2498,543,2710,640
4056,1200,797,US2,354,366,589,518
4057,1440,1080,US2,1038,319,1202,384
4058,640,426,US2,59,123,109,140
4059,640,451,US2,110,29,545,417
4060,640,423,US2,297,224,356,241
4061,640,452,US2,283,276,506,435
4062,640,452,US2,148,41,414,250
4063,1200,900,US2,614,347,1200,550
4064,848,1200,US2,621,602,848,695
4065,848,1200,US2,1,279,846,528
4066,900,1200,US2,404,883,447,906
4067,1620,1080,US2,1,1,1620,1080
4068,1200,800,US2,244,92,533,215
4069,1200,800,US2,68,307,1200,616
4070,1200,719,US2,107,349,405,428
4071,300,203,US2,101,47,166,73
4072,1200,800,US2,147,342,405,408
4073,1200,900,US2,166,669,337,713
4074,1200,900,US2,310,264,1054,469
4075,1200,900,US2,587,550,718,588
4076,900,1200,US2,483,153,601,208
4077,1199,554,US2,222,102,835,317
4078,1200,800,US2,715,170,796,198
4079,1200,800,US2,780,547,868,593
4080,1200,800,US2,194,190,907,415
4081,800,533,US2,513,14,698,83
4082,470,311,US2,78,172,429,252
4083,1200,849,US2,355,169,814,414
4084,1199,800,US2,178,108,1199,541
4085,1066,800,US2,482,351,550,382
4086,1200,800,US2,426,79,585,152
4087,1200,900,US2,543,482,1197,677
4088,1200,900,US2,82,495,600,648
4089,640,423,US2,270,222,332,240
4090,640,426,US2,295,182,346,199
4091,1228,1344,US2,47,884,1154,1198
4092,1072,714,US2,451,287,1018,467
4093,1200,900,US2,487,393,596,447
4094,900,1200,US2,329,440,513,537
4095,640,426,US2,62,192,135,217
4096,2048,1536,US2,206,59,2048,732
4097,800,500,US2,249,282,605,464
4098,1200,720,US2,321,442,561,533
4099,640,452,US2,294,124,385,160
4100,1200,800,US2,671,156,820,276
4101,1200,900,US2,525,287,859,369
4102,1536,2048,US2,1,85,1425,1604
4103,1200,797,US2,585,364,670,389
4104,1200,803,US2,611,454,891,614
4105,1200,803,US2,296,219,668,444
4106,1200,856,US2,116,342,1064,649
4107,640,426,US2,44,189,124,220
4108,1200,800,US2,1,1,1200,738
4109,480,640,US2,115,128,143,141
4110,640,453,US2,26,167,338,324
4111,640,453,US2,261,128,598,304
4112,1200,900,US2,445,628,618,670
4113,640,425,US2,236,60,287,84
4114,4096,2318,US2,1,1,4096,2318
4115,640,480,US2,116,149,481,263
4116,1200,900,US2,523,308,873,405
4117,1200,808,US2,541,443,1150,622
4118,1200,800,US2,372,334,884,482
4119,1200,1200,US2,220,177,1045,997
4120,900,1200,US2,423,725,532,761
4121,1200,800,US2,1,1,1200,218
4122,800,533,US2,277,133,312,149
4123,1200,800,US2,451,311,750,404
4124,1200,797,US2,304,334,871,515
4125,1200,900,US2,405,358,711,620
4126,680,453,US2,181,104,524,331
4127,1800,1200,US2,978,571,1392,667
4128,1200,800,US2,464,395,666,436
4129,1200,799,US2,783,609,1021,724
4130,1200,675,US2,621,311,849,387
4131,1200,899,US2,289,363,664,554
4132,640,426,US2,164,67,200,82
4133,675,1200,US2,306,247,460,298
4134,1200,799,US2,444,477,710,563
4135,1200,1200,US2,632,693,1069,840
4136,1200,900,US2,574,324,752,381
4137,1280,720,US2,25,154,1261,532
4138,1080,720,US2,635,281,833,326
4139,1000,496,US2,603,239,732,292
4140,1024,682,US2,586,399,645,419
4141,1000,667,US2,82,160,688,533
4142,1280,852,US2,501,294,763,368
4143,900,1200,US2,399,397,896,549
4144,3294,1853,US2,53,558,3245,1389
4145,1440,1080,US2,1014,716,1222,806
4146,1440,1080,US2,183,362,819,530
4147,640,426,US2,465,219,545,242
4148,1200,803,US2,137,327,792,617
4149,1200,853,US2,666,284,724,305
4150,1200,768,US2,12,162,1182,563
4151,1200,900,US2,440,444,669,511
4152,680,453,US2,1,48,646,453
4153,1200,800,US2,678,238,866,407
4154,1079,720,US2,373,345,595,402
4155,1142,857,US2,431,232,621,288
4156,1200,799,US2,6,98,1057,517
4157,2048,1366,US2,1135,527,1397,757
4158,1200,584,US2,1,1,1200,402
4159,640,480,US2,31,122,630,345
4160,1200,800,US2,773,307,929,354
4161,1199,1200,US2,417,500,736,591
4162,1200,900,US2,265,619,827,774
4163,1432,1000,US2,491,327,1413,587
4164,1199,797,US2,615,347,662,365
4165,1200,900,US2,483,344,709,424
4166,960,720,US2,27,430,296,633
4167,960,720,US2,464,312,960,633
4168,960,720,US2,556,22,960,204
4169,470,311,US2,160,72,422,169
4170,1280,720,US2,312,1,1241,314
4171,1200,900,US2,365,336,831,523
4172,1719,1146,US2,289,303,1126,593
4173,1200,800,US2,450,327,889,452
4174,1280,852,US2,589,72,873,188
4175,600,399,US2,170,53,493,315
4176,2100,1400,US2,652,597,1364,742
4177,1280,720,US2,42,173,1242,504
4178,1080,599,US2,48,223,1008,487
4179,1200,675,US2,243,361,817,542
4180,1200,675,US2,297,341,1004,559
4181,1200,904,US2,141,489,478,577
4182,640,453,US2,124,143,419,241
4183,1024,682,US2,183,272,980,508
4184,800,600,US2,155,156,576,306
4185,470,311,US2,62,188,314,246
4186,2100,1400,US2,446,634,1259,905
4187,680,453,US2,75,104,550,405
4188,1200,800,US2,332,362,899,547
4189,1200,800,US2,485,298,1159,494
4190,1200,800,US2,45,326,536,487
4191,1199,800,US2,26,403,458,523
4192,2100,1400,US2,53,460,1576,927
4193,3000,2000,US2,109,986,758,1130
4194,1500,1000,US2,588,351,1003,593
4195,1199,800,US2,684,398,1029,498
4196,910,602,US2,444,339,891,460
4197,1080,579,US2,21,335,525,477
4198,1200,675,US2,123,218,332,270
4199,450,278,US2,15,60,334,170
4200,1200,900,US2,169,262,1040,507
4201,1200,675,US2,491,285,657,342
4202,1200,797,US2,483,331,585,363
4203,1280,725,US2,1,1,1280,590
